sale_id,user_id,sku,purchase_date,machine_id,machine_location
SAL-DE4DE67E,USR-7C7C26AF,Coca-Cola,2025-09-26,MACH-042,Tokyo
SAL-1B9E808C,USR-48FFA3FD,Water,2024-08-08,MACH-049,Tokyo
SAL-CBA64F3F,USR-EC312AFF,Coca-Cola,2024-12-11,MACH-044,Kyoto
SAL-8F884E89,USR-9F897E87,Georgia Coffee,2025-10-05,MACH-027,Saitama
SAL-714AA78A,USR-D04F0D1C,Water,2024-10-27,MACH-014,Aichi
SAL-BD27A5ED,USR-A316C481,Coca-Cola,2025-11-26,MACH-050,Tokyo
SAL-2682A4F9,USR-2F362EC0,Georgia Coffee,2025-02-23,MACH-008,Osaka
SAL-D4FD10F3,USR-15B036A8,Georgia Coffee,2025-11-26,MACH-002,Hyogo
SAL-37898C42,USR-7A975D46,Coca-Cola,2024-03-15,MACH-036,Kyoto
SAL-7C2EC3B6,USR-EA7E1517,Coca-Cola,2025-05-19,MACH-001,Hyogo
SAL-9183EE82,USR-1AF6B033,Water,2024-05-08,MACH-014,Aichi
SAL-0F7CDCFD,USR-276C3B8A,Georgia Coffee,2024-12-12,MACH-008,Osaka
SAL-08C4868A,USR-3625DF12,Coca-Cola,2024-03-25,MACH-004,Chiba
SAL-28B0E74D,USR-ADC83BE7,Water,2025-09-11,MACH-028,Kanagawa
SAL-669A66CC,USR-23327163,Water,2025-08-11,MACH-045,Tokyo
SAL-5B85DB3D,USR-253C3381,Georgia Coffee,2025-02-12,MACH-044,Kyoto
SAL-271538D4,USR-61DECA24,Coca-Cola,2024-03-06,MACH-038,Hokkaido
SAL-FB18384A,USR-3E9B8D02,Georgia Coffee,2024-06-08,MACH-020,Fukuoka
SAL-8968B1C9,USR-E2B79ADE,Fanta,2025-11-24,MACH-029,Fukuoka
SAL-99ADE90C,USR-72397CD1,Georgia Coffee,2025-04-05,MACH-027,Saitama
SAL-09D58287,USR-DB6AA5E3,Aquarius,2025-04-07,MACH-038,Hokkaido
SAL-E3C7D57D,USR-50D7DCE4,Georgia Coffee,2024-06-15,MACH-035,Osaka
SAL-3A77CC1D,USR-1C36A028,Georgia Coffee,2026-02-05,MACH-018,Chiba
SAL-69E2404E,USR-9B5C55CE,Georgia Coffee,2026-01-08,MACH-021,Fukuoka
SAL-240501EB,USR-F69156FB,Georgia Coffee,2026-02-04,MACH-017,Hokkaido
SAL-9B6575A4,USR-4CA74FEF,Coca-Cola,2024-06-17,MACH-032,Aichi
SAL-6498EBA7,USR-438AE6D3,Water,2026-01-08,MACH-013,Fukuoka
SAL-C6997E15,USR-DA40442E,Georgia Coffee,2025-10-09,MACH-019,Chiba
SAL-F381F37B,USR-5CE48D5B,Aquarius,2025-03-22,MACH-029,Fukuoka
SAL-BAB56FB6,USR-329094A0,Water,2025-05-27,MACH-036,Kyoto
SAL-976FE516,USR-098DA84F,Coca-Cola,2026-01-18,MACH-045,Tokyo
SAL-C710AB98,USR-54C494AC,Georgia Coffee,2026-02-12,MACH-024,Tokyo
SAL-F5EA0780,USR-D04F0D1C,Fanta,2024-12-03,MACH-040,Aichi
SAL-042A9035,USR-A61CDC2B,Water,2024-05-28,MACH-004,Chiba
SAL-890A0803,USR-944A90B6,Aquarius,2025-05-22,MACH-033,Tokyo
SAL-B0F7822C,USR-6DACE46F,Coca-Cola,2025-07-30,MACH-029,Fukuoka
SAL-C5EF9993,USR-B6B4996C,Coca-Cola,2025-10-14,MACH-029,Fukuoka
SAL-13E77977,USR-6AE06BF7,Georgia Coffee,2025-01-19,MACH-014,Aichi
SAL-E8B39E12,USR-2F96E890,Coca-Cola,2024-05-14,MACH-011,Osaka
SAL-A1FC4F91,USR-71C6450E,Coca-Cola,2024-06-21,MACH-028,Kanagawa
SAL-36A3987C,USR-E8BADAB8,Georgia Coffee,2026-01-22,MACH-043,Chiba
SAL-773D49A3,USR-8AD66611,Aquarius,2024-07-29,MACH-017,Hokkaido
SAL-51F03D0A,USR-A18406EA,Georgia Coffee,2025-05-24,MACH-035,Osaka
SAL-FCE03894,USR-2FBBD898,Coca-Cola,2024-03-03,MACH-019,Chiba
SAL-3DFBBD43,USR-157A10B1,Coca-Cola,2025-10-25,MACH-005,Saitama
SAL-A61F2670,USR-2C033911,Water,2025-06-01,MACH-024,Tokyo
SAL-9B8B4AE2,USR-69D75EAF,Water,2024-08-30,MACH-028,Kanagawa
SAL-BCFDCBF0,USR-5C0226C5,Aquarius,2025-10-25,MACH-009,Tokyo
SAL-BEC6CE4A,USR-7A6BB4B9,Fanta,2024-10-12,MACH-043,Chiba
SAL-0819199E,USR-C0550C06,Georgia Coffee,2024-08-10,MACH-031,Tokyo
SAL-C278C848,USR-D160F217,Georgia Coffee,2025-02-14,MACH-011,Osaka
SAL-D70E5B73,USR-93CBF815,Fanta,2025-07-09,MACH-012,Tokyo
SAL-286B7F8C,USR-035ABC70,Water,2024-03-05,MACH-002,Hyogo
SAL-FB83C6F0,USR-5DCEA305,Fanta,2025-06-12,MACH-043,Chiba
SAL-2B0B3E9B,USR-A8424D17,Georgia Coffee,2025-02-21,MACH-038,Hokkaido
SAL-48BAF7C0,USR-6BF524A6,Georgia Coffee,2024-07-24,MACH-046,Saitama
SAL-2155A5FD,USR-889A4DC0,Georgia Coffee,2025-04-02,MACH-025,Saitama
SAL-A98E6474,USR-784654BE,Georgia Coffee,2025-09-04,MACH-047,Tokyo
SAL-495481B8,USR-368F45FE,Georgia Coffee,2025-02-05,MACH-032,Aichi
SAL-FC8CF859,USR-1D470D6C,Georgia Coffee,2025-04-22,MACH-042,Tokyo
SAL-FF916485,USR-43C00CE7,Fanta,2024-09-27,MACH-002,Hyogo
SAL-BFAB8E15,USR-337904D0,Fanta,2024-12-01,MACH-005,Saitama
SAL-9B0A39D4,USR-E65D3809,Georgia Coffee,2024-11-07,MACH-041,Tokyo
SAL-B0BACAE1,USR-B2BACBDF,Water,2024-09-10,MACH-025,Saitama
SAL-69EB4796,USR-7ECA9470,Fanta,2025-08-31,MACH-018,Chiba
SAL-6425F455,USR-C8AB6402,Coca-Cola,2025-11-07,MACH-029,Fukuoka
SAL-E6109E3F,USR-993D897E,Coca-Cola,2025-05-26,MACH-002,Hyogo
SAL-479918FA,USR-E3A158EB,Georgia Coffee,2024-04-14,MACH-028,Kanagawa
SAL-22AD8DD0,USR-BEEAA1DA,Water,2024-12-04,MACH-025,Saitama
SAL-636E2299,USR-D08B729C,Georgia Coffee,2024-11-01,MACH-016,Aichi
SAL-15A338EE,USR-2F1F9FB6,Coca-Cola,2024-04-22,MACH-018,Chiba
SAL-156ED34A,USR-925AA5AC,Water,2026-01-06,MACH-032,Aichi
SAL-5D2E73EC,USR-1453618B,Coca-Cola,2024-12-16,MACH-034,Kanagawa
SAL-19CD1D3B,USR-BA17B4F5,Georgia Coffee,2025-12-13,MACH-025,Saitama
SAL-42267A4F,USR-F69156FB,Georgia Coffee,2026-02-18,MACH-006,Fukuoka
SAL-1E7F19ED,USR-EC28C8E2,Fanta,2025-07-03,MACH-046,Saitama
SAL-FD85FD0A,USR-B95596EB,Georgia Coffee,2024-03-07,MACH-048,Osaka
SAL-EB31EDF9,USR-6C9187CF,Georgia Coffee,2025-03-19,MACH-033,Tokyo
SAL-8EC43C98,USR-944A90B6,Water,2025-08-19,MACH-010,Hokkaido
SAL-E9A3B2A9,USR-433F990C,Coca-Cola,2025-07-25,MACH-020,Fukuoka
SAL-376B74EF,USR-23280381,Fanta,2025-07-14,MACH-033,Tokyo
SAL-0980EB55,USR-ECD8EB36,Georgia Coffee,2025-12-03,MACH-005,Saitama
SAL-45A93A9F,USR-DF554F86,Georgia Coffee,2025-11-09,MACH-033,Tokyo
SAL-35AE0200,USR-12052D48,Georgia Coffee,2025-05-03,MACH-014,Aichi
SAL-EF9BBEA2,USR-D19F0690,Georgia Coffee,2025-10-07,MACH-014,Aichi
SAL-E378F1BB,USR-DA167B11,Coca-Cola,2024-10-11,MACH-037,Kyoto
SAL-F842A31C,USR-48FFA3FD,Coca-Cola,2025-08-19,MACH-011,Osaka
SAL-72E9EE59,USR-1471E6C1,Coca-Cola,2024-03-25,MACH-001,Hyogo
SAL-BC87770E,USR-00C46383,Aquarius,2024-07-04,MACH-014,Aichi
SAL-C7EB10EB,USR-3724F37F,Georgia Coffee,2026-01-07,MACH-045,Tokyo
SAL-6830B040,USR-78E57FAF,Fanta,2024-12-05,MACH-033,Tokyo
SAL-6C905C4B,USR-6AE06BF7,Fanta,2025-02-23,MACH-027,Saitama
SAL-307CC1D3,USR-D160F217,Fanta,2025-07-08,MACH-005,Saitama
SAL-5B73BC94,USR-CEE2DCB2,Coca-Cola,2026-01-12,MACH-018,Chiba
SAL-89D1DF39,USR-9617D360,Coca-Cola,2025-06-19,MACH-042,Tokyo
SAL-C8CD6ADE,USR-D9D02B65,Georgia Coffee,2024-03-08,MACH-019,Chiba
SAL-2CF14AB0,USR-864BD9B5,Georgia Coffee,2025-10-25,MACH-015,Tokyo
SAL-D37AEC16,USR-53FE2B1F,Fanta,2024-06-10,MACH-026,Aichi
SAL-805C9834,USR-6F7C3361,Coca-Cola,2025-01-12,MACH-024,Tokyo
SAL-1620C520,USR-276C3B8A,Coca-Cola,2025-07-17,MACH-043,Chiba
SAL-3FD92CDA,USR-B180A97A,Coca-Cola,2025-04-14,MACH-024,Tokyo
SAL-85B1C417,USR-C6707CC3,Fanta,2025-05-18,MACH-025,Saitama
SAL-04E1605D,USR-8FF0D4B5,Water,2025-07-06,MACH-026,Aichi
SAL-79DFD7CD,USR-DF554F86,Water,2024-07-07,MACH-001,Hyogo
SAL-186CC5C2,USR-996747D1,Coca-Cola,2025-02-14,MACH-042,Tokyo
SAL-543B2145,USR-A1A63B62,Georgia Coffee,2025-01-13,MACH-022,Hokkaido
SAL-A7E384EE,USR-BBDE6D92,Coca-Cola,2024-09-06,MACH-005,Saitama
SAL-07DFD58E,USR-6DACE46F,Georgia Coffee,2024-12-20,MACH-037,Kyoto
SAL-9FFBDC09,USR-82D788EE,Water,2025-07-20,MACH-034,Kanagawa
SAL-341D654D,USR-74C8A93C,Coca-Cola,2025-07-27,MACH-032,Aichi
SAL-E938744F,USR-C8FD93C6,Georgia Coffee,2025-01-01,MACH-048,Osaka
SAL-98A10072,USR-57B124C6,Coca-Cola,2024-03-06,MACH-028,Kanagawa
SAL-726D16EF,USR-4F60DBCD,Georgia Coffee,2025-09-19,MACH-024,Tokyo
SAL-5FB50D8D,USR-4020666C,Water,2025-11-12,MACH-011,Osaka
SAL-9F1CAE77,USR-20B122A2,Water,2025-06-22,MACH-044,Kyoto
SAL-478E5480,USR-C8FD93C6,Georgia Coffee,2025-05-17,MACH-044,Kyoto
SAL-07598683,USR-996747D1,Georgia Coffee,2025-03-25,MACH-031,Tokyo
SAL-1B92E89B,USR-A9AC57D6,Water,2025-05-17,MACH-019,Chiba
SAL-6E3D996C,USR-8AD66611,Georgia Coffee,2024-05-29,MACH-017,Hokkaido
SAL-55D7A3D4,USR-9617D360,Georgia Coffee,2024-05-31,MACH-035,Osaka
SAL-5D5AEBB9,USR-96DFBE54,Water,2025-10-02,MACH-016,Aichi
SAL-2E5BFD66,USR-DB40BDB5,Georgia Coffee,2024-05-20,MACH-007,Fukuoka
SAL-6A4C8442,USR-818A03F8,Georgia Coffee,2025-08-03,MACH-017,Hokkaido
SAL-36A97A19,USR-DF554F86,Georgia Coffee,2025-02-26,MACH-017,Hokkaido
SAL-E1C58081,USR-86EF74E8,Georgia Coffee,2025-02-15,MACH-034,Kanagawa
SAL-83D1D0D8,USR-944A90B6,Coca-Cola,2024-07-15,MACH-045,Tokyo
SAL-1C24A0A8,USR-3CE16AA8,Georgia Coffee,2025-10-05,MACH-026,Aichi
SAL-FED76A1C,USR-1DAEB7B7,Georgia Coffee,2024-12-09,MACH-035,Osaka
SAL-32ED02E9,USR-1AF6B033,Water,2025-06-09,MACH-046,Saitama
SAL-3B8618D0,USR-1DAEB7B7,Georgia Coffee,2025-01-19,MACH-005,Saitama
SAL-B6FE3CCA,USR-01888C2F,Coca-Cola,2025-10-07,MACH-035,Osaka
SAL-A49D1891,USR-2A7C68BF,Georgia Coffee,2025-06-11,MACH-046,Saitama
SAL-80B19374,USR-154E2B2C,Aquarius,2024-11-03,MACH-022,Hokkaido
SAL-49CD9A1F,USR-8B66D801,Aquarius,2025-05-09,MACH-040,Aichi
SAL-C29F6E5B,USR-D08E48AF,Water,2024-11-09,MACH-043,Chiba
SAL-17854A09,USR-405EDD98,Coca-Cola,2025-09-07,MACH-046,Saitama
SAL-82D8EB49,USR-B6B4996C,Georgia Coffee,2026-02-26,MACH-048,Osaka
SAL-02266476,USR-0ADFEBC7,Coca-Cola,2024-11-12,MACH-005,Saitama
SAL-6109B3D2,USR-44BDA9AA,Water,2024-07-23,MACH-021,Fukuoka
SAL-0132A9E7,USR-48FFA3FD,Coca-Cola,2024-04-17,MACH-045,Tokyo
SAL-1D39BD51,USR-F5CEE960,Water,2025-10-19,MACH-008,Osaka
SAL-ADB17FCF,USR-A17C3B0E,Coca-Cola,2025-05-17,MACH-033,Tokyo
SAL-09328B28,USR-8E21F360,Coca-Cola,2025-12-10,MACH-031,Tokyo
SAL-14CC82C5,USR-5065CA6E,Coca-Cola,2024-08-20,MACH-038,Hokkaido
SAL-9EC96FEA,USR-AE4BA1B7,Georgia Coffee,2026-01-30,MACH-035,Osaka
SAL-E3D4B29B,USR-E0DBB996,Georgia Coffee,2025-08-20,MACH-024,Tokyo
SAL-B58186D6,USR-B4252F96,Water,2025-10-26,MACH-036,Kyoto
SAL-B6525BBA,USR-C58E4128,Water,2025-11-11,MACH-004,Chiba
SAL-E282AA69,USR-4597B3E6,Georgia Coffee,2024-03-05,MACH-037,Kyoto
SAL-0FDFC024,USR-9D57176B,Aquarius,2024-04-29,MACH-044,Kyoto
SAL-02319FA5,USR-71C6450E,Coca-Cola,2025-01-15,MACH-047,Tokyo
SAL-B585CF1D,USR-C2C57A2F,Water,2024-07-09,MACH-001,Hyogo
SAL-F38C2BF4,USR-D121A091,Coca-Cola,2026-01-06,MACH-010,Hokkaido
SAL-7676E699,USR-D04F0D1C,Coca-Cola,2025-03-10,MACH-041,Tokyo
SAL-7A285186,USR-69D75EAF,Georgia Coffee,2025-12-10,MACH-018,Chiba
SAL-72DEEF19,USR-4B1AF19E,Georgia Coffee,2025-03-27,MACH-011,Osaka
SAL-9E288F22,USR-8520327C,Georgia Coffee,2024-12-03,MACH-027,Saitama
SAL-46B7C880,USR-E8E1B153,Georgia Coffee,2024-04-06,MACH-007,Fukuoka
SAL-AFA5F151,USR-ADDB4E6E,Water,2025-04-22,MACH-014,Aichi
SAL-990C7125,USR-1CF10005,Georgia Coffee,2025-11-07,MACH-014,Aichi
SAL-3CF1095A,USR-795BD95D,Georgia Coffee,2025-08-17,MACH-010,Hokkaido
SAL-C1805E43,USR-2DFA449C,Coca-Cola,2024-07-13,MACH-025,Saitama
SAL-39F2D4CF,USR-C58E4128,Fanta,2026-01-19,MACH-035,Osaka
SAL-2D69B476,USR-EAC539FE,Coca-Cola,2024-03-15,MACH-016,Aichi
SAL-49E1E420,USR-44BDA9AA,Water,2025-01-16,MACH-021,Fukuoka
SAL-9281C5F8,USR-9E6F7AC6,Water,2025-08-22,MACH-019,Chiba
SAL-4E5D9F88,USR-917AFBFD,Fanta,2024-08-11,MACH-004,Chiba
SAL-1939767E,USR-943B64D3,Water,2025-08-24,MACH-020,Fukuoka
SAL-D7D8825C,USR-D313C2BD,Georgia Coffee,2025-02-18,MACH-004,Chiba
SAL-DFC17C4D,USR-1AF6B033,Water,2024-03-15,MACH-049,Tokyo
SAL-0B6BCEFE,USR-C8AB6402,Georgia Coffee,2024-10-04,MACH-048,Osaka
SAL-6FAF6D06,USR-EAC539FE,Fanta,2024-09-05,MACH-033,Tokyo
SAL-CADB1695,USR-5A94A7CB,Coca-Cola,2025-12-16,MACH-037,Kyoto
SAL-899CE900,USR-6079B2F9,Fanta,2024-03-26,MACH-001,Hyogo
SAL-488FBDD6,USR-1C678179,Fanta,2024-09-24,MACH-006,Fukuoka
SAL-98A28AE0,USR-92E67091,Georgia Coffee,2024-03-13,MACH-048,Osaka
SAL-79480765,USR-005378CF,Coca-Cola,2026-01-23,MACH-022,Hokkaido
SAL-DBE420DA,USR-DA167B11,Water,2024-07-11,MACH-049,Tokyo
SAL-5EAA9E76,USR-19354408,Georgia Coffee,2025-12-05,MACH-042,Tokyo
SAL-F418A95D,USR-5CE48D5B,Georgia Coffee,2025-02-27,MACH-022,Hokkaido
SAL-83FB8C16,USR-2DFA449C,Coca-Cola,2024-05-06,MACH-029,Fukuoka
SAL-3833991A,USR-D95C67C7,Coca-Cola,2025-07-01,MACH-015,Tokyo
SAL-65D53762,USR-795BD95D,Coca-Cola,2025-09-22,MACH-007,Fukuoka
SAL-0DEAF3D1,USR-47985259,Coca-Cola,2024-06-08,MACH-012,Tokyo
SAL-0F2A4FBA,USR-8AD66611,Coca-Cola,2025-02-11,MACH-044,Kyoto
SAL-AD0468D1,USR-DA167B11,Georgia Coffee,2025-10-12,MACH-048,Osaka
SAL-E14BBA64,USR-5C0226C5,Georgia Coffee,2024-11-28,MACH-004,Chiba
SAL-A1C22F5F,USR-BEEAA1DA,Georgia Coffee,2024-05-10,MACH-047,Tokyo
SAL-C21C651E,USR-F7D4095B,Georgia Coffee,2024-11-16,MACH-015,Tokyo
SAL-78F0C326,USR-8BFF6238,Coca-Cola,2024-04-21,MACH-028,Kanagawa
SAL-C49EA1C4,USR-EC312AFF,Fanta,2025-09-04,MACH-040,Aichi
SAL-2BB5911B,USR-368F45FE,Coca-Cola,2025-07-30,MACH-012,Tokyo
SAL-63031285,USR-2FC13830,Fanta,2024-09-10,MACH-014,Aichi
SAL-140F5A13,USR-85BF7BE2,Georgia Coffee,2025-09-30,MACH-005,Saitama
SAL-43766D07,USR-D8D6B05E,Georgia Coffee,2025-11-09,MACH-003,Kyoto
SAL-F7AADAEA,USR-DFC2F878,Georgia Coffee,2024-06-23,MACH-045,Tokyo
SAL-21EBE656,USR-9617D360,Water,2025-05-27,MACH-042,Tokyo
SAL-E5A712B2,USR-2FA966AC,Georgia Coffee,2025-01-17,MACH-006,Fukuoka
SAL-74BAAA5F,USR-FD035E60,Water,2024-09-02,MACH-006,Fukuoka
SAL-A470C28F,USR-48F8D309,Aquarius,2025-05-06,MACH-044,Kyoto
SAL-289BE273,USR-E8E1B153,Fanta,2024-04-04,MACH-046,Saitama
SAL-213AC8F7,USR-082DF180,Georgia Coffee,2026-01-19,MACH-021,Fukuoka
SAL-9CCE2CFF,USR-C8FD93C6,Water,2024-03-04,MACH-046,Saitama
SAL-97A0424A,USR-ECD8EB36,Fanta,2024-09-11,MACH-026,Aichi
SAL-6F120AD6,USR-944A90B6,Georgia Coffee,2025-04-06,MACH-018,Chiba
SAL-C2E80E4D,USR-BE90EB83,Water,2024-08-12,MACH-048,Osaka
SAL-D7392372,USR-D382ABAD,Georgia Coffee,2025-05-03,MACH-038,Hokkaido
SAL-EBFD2594,USR-259E8424,Aquarius,2024-08-08,MACH-045,Tokyo
SAL-603D6CF3,USR-ADDB4E6E,Georgia Coffee,2026-02-23,MACH-001,Hyogo
SAL-F7C7E69D,USR-EDA65DBE,Fanta,2025-12-05,MACH-010,Hokkaido
SAL-3C21A986,USR-A4A32359,Coca-Cola,2025-05-27,MACH-026,Aichi
SAL-A91A4545,USR-1471E6C1,Georgia Coffee,2025-01-21,MACH-011,Osaka
SAL-5934C99A,USR-68AB3DF3,Water,2025-12-03,MACH-033,Tokyo
SAL-F9C922DB,USR-B58F9776,Water,2025-05-31,MACH-035,Osaka
SAL-17EAB4A0,USR-B9B8521F,Fanta,2024-06-17,MACH-004,Chiba
SAL-7A4929B7,USR-5EA37D63,Coca-Cola,2024-09-09,MACH-035,Osaka
SAL-614CFD2B,USR-E3A158EB,Coca-Cola,2024-04-10,MACH-001,Hyogo
SAL-2A10C080,USR-66140D2A,Georgia Coffee,2024-05-01,MACH-043,Chiba
SAL-D52B5480,USR-721E9C57,Water,2024-07-22,MACH-022,Hokkaido
SAL-5BAA6CD2,USR-4C085BD2,Coca-Cola,2025-05-09,MACH-042,Tokyo
SAL-34BEACF4,USR-AE4BA1B7,Coca-Cola,2025-05-31,MACH-022,Hokkaido
SAL-550ADC8E,USR-1022282D,Coca-Cola,2025-09-16,MACH-027,Saitama
SAL-92562506,USR-925AA5AC,Aquarius,2025-09-18,MACH-043,Chiba
SAL-A26FE99F,USR-96DFBE54,Georgia Coffee,2025-12-30,MACH-002,Hyogo
SAL-75B96937,USR-1741D2CD,Georgia Coffee,2025-05-06,MACH-041,Tokyo
SAL-28C0CAA3,USR-A6978FE4,Georgia Coffee,2026-02-27,MACH-019,Chiba
SAL-9B27FC4C,USR-A6DC3A41,Georgia Coffee,2025-12-25,MACH-049,Tokyo
SAL-A5C543C7,USR-4337024D,Fanta,2025-08-24,MACH-019,Chiba
SAL-A8B9CE05,USR-95497CBB,Water,2024-05-06,MACH-022,Hokkaido
SAL-C2E5EE0F,USR-1022282D,Coca-Cola,2024-09-22,MACH-022,Hokkaido
SAL-5C8DCA88,USR-78E654EA,Aquarius,2025-07-20,MACH-014,Aichi
SAL-19FA7788,USR-9F914A24,Georgia Coffee,2024-05-09,MACH-033,Tokyo
SAL-50C48A77,USR-7600A84A,Water,2025-07-25,MACH-026,Aichi
SAL-0DBA41DF,USR-B180A97A,Coca-Cola,2025-03-03,MACH-046,Saitama
SAL-72388C8F,USR-BD240E0B,Water,2025-10-15,MACH-027,Saitama
SAL-6CB6116A,USR-9D57176B,Fanta,2024-03-13,MACH-003,Kyoto
SAL-C37EF388,USR-19354408,Georgia Coffee,2024-10-21,MACH-046,Saitama
SAL-26201172,USR-BFA06269,Coca-Cola,2025-01-17,MACH-010,Hokkaido
SAL-489CA2D3,USR-392AE2A3,Coca-Cola,2025-04-09,MACH-048,Osaka
SAL-6F4181B6,USR-42B8D9F9,Georgia Coffee,2025-12-13,MACH-042,Tokyo
SAL-F0FBF1D3,USR-D382ABAD,Water,2024-07-09,MACH-021,Fukuoka
SAL-55231866,USR-9103851A,Georgia Coffee,2025-02-10,MACH-043,Chiba
SAL-14ED6265,USR-8FFA60F5,Coca-Cola,2024-09-19,MACH-018,Chiba
SAL-ED4B6157,USR-05B8A84E,Georgia Coffee,2024-04-16,MACH-018,Chiba
SAL-BBB2790D,USR-D580DAB4,Georgia Coffee,2025-05-14,MACH-020,Fukuoka
SAL-FB70CA91,USR-8FF0D4B5,Coca-Cola,2025-11-24,MACH-031,Tokyo
SAL-BDD1279E,USR-93CBF815,Georgia Coffee,2024-10-12,MACH-032,Aichi
SAL-EB0F7E60,USR-48FFA3FD,Georgia Coffee,2025-09-24,MACH-010,Hokkaido
SAL-F91F60B8,USR-CA703ACB,Water,2024-09-22,MACH-024,Tokyo
SAL-97D391EA,USR-943B64D3,Coca-Cola,2025-01-13,MACH-043,Chiba
SAL-3233358D,USR-CA703ACB,Coca-Cola,2024-08-18,MACH-039,Hokkaido
SAL-F4D58700,USR-6258282A,Water,2024-05-29,MACH-046,Saitama
SAL-8FCF87FD,USR-2C033911,Water,2025-01-07,MACH-037,Kyoto
SAL-CAAEAAF5,USR-ACD1B747,Coca-Cola,2025-09-22,MACH-017,Hokkaido
SAL-7E8EC05F,USR-8464F293,Water,2025-05-17,MACH-044,Kyoto
SAL-306E6DBF,USR-9ACB74DC,Georgia Coffee,2025-01-31,MACH-040,Aichi
SAL-E474D45C,USR-90E377C8,Georgia Coffee,2024-10-04,MACH-043,Chiba
SAL-DCA9C1E1,USR-A2189587,Water,2025-07-24,MACH-026,Aichi
SAL-DCFF5A2E,USR-9CA98CA6,Aquarius,2024-03-25,MACH-004,Chiba
SAL-3ADF43DB,USR-AF173D0A,Coca-Cola,2025-07-31,MACH-010,Hokkaido
SAL-101D92AA,USR-B7E99843,Coca-Cola,2025-05-16,MACH-026,Aichi
SAL-E022E00D,USR-D8D6B05E,Georgia Coffee,2026-02-03,MACH-036,Kyoto
SAL-A3C8FC49,USR-6DBA443B,Fanta,2026-01-30,MACH-001,Hyogo
SAL-785D0BF2,USR-7EE707E8,Georgia Coffee,2025-12-09,MACH-020,Fukuoka
SAL-234F09A5,USR-20C2EA44,Water,2025-07-31,MACH-011,Osaka
SAL-77919079,USR-77136ACA,Georgia Coffee,2025-02-28,MACH-047,Tokyo
SAL-4A6F53CF,USR-A750C3B8,Georgia Coffee,2025-02-07,MACH-038,Hokkaido
SAL-EB5E4597,USR-EDA65DBE,Coca-Cola,2025-12-09,MACH-028,Kanagawa
SAL-0DC21C78,USR-F3657B1A,Coca-Cola,2024-09-05,MACH-025,Saitama
SAL-B94698DF,USR-F8405179,Fanta,2024-07-28,MACH-014,Aichi
SAL-B016B882,USR-4058528B,Water,2024-07-25,MACH-021,Fukuoka
SAL-1AA04FBA,USR-5964DD23,Water,2024-08-10,MACH-032,Aichi
SAL-A37A9789,USR-4B1AF19E,Water,2025-01-06,MACH-046,Saitama
SAL-D7E09B7E,USR-1D470D6C,Water,2025-09-05,MACH-046,Saitama
SAL-62773B53,USR-3728614A,Water,2025-06-28,MACH-004,Chiba
SAL-A6C5FCA0,USR-6DBA443B,Georgia Coffee,2025-06-22,MACH-049,Tokyo
SAL-0E4BA35B,USR-4CA74FEF,Water,2025-12-14,MACH-017,Hokkaido
SAL-0888DF18,USR-2EF2D5B7,Georgia Coffee,2025-05-15,MACH-027,Saitama
SAL-15C70509,USR-1DAEB7B7,Fanta,2025-02-25,MACH-007,Fukuoka
SAL-0C521D7E,USR-ADD12C4E,Georgia Coffee,2025-11-04,MACH-047,Tokyo
SAL-F33D7DBA,USR-B7E99843,Fanta,2025-09-11,MACH-004,Chiba
SAL-12231223,USR-E910C2B4,Water,2025-04-10,MACH-011,Osaka
SAL-692D9EF1,USR-4CB6EEDB,Water,2025-03-31,MACH-049,Tokyo
SAL-F6684877,USR-521C0EC8,Georgia Coffee,2026-02-11,MACH-034,Kanagawa
SAL-4CC32A41,USR-392AE2A3,Aquarius,2025-11-21,MACH-011,Osaka
SAL-37DE1745,USR-1C9ADCF2,Georgia Coffee,2025-11-09,MACH-017,Hokkaido
SAL-9C57FD2C,USR-A17C3B0E,Water,2024-11-07,MACH-044,Kyoto
SAL-C62157A3,USR-24108AEF,Coca-Cola,2025-12-26,MACH-044,Kyoto
SAL-A4E94839,USR-4C085BD2,Coca-Cola,2024-05-25,MACH-034,Kanagawa
SAL-C25F2C9B,USR-F12444C3,Water,2026-02-23,MACH-021,Fukuoka
SAL-95EB4FB4,USR-EEA65C2F,Georgia Coffee,2024-10-22,MACH-043,Chiba
SAL-7D5ED599,USR-989E627E,Water,2025-09-26,MACH-035,Osaka
SAL-D109B4ED,USR-DA42CA76,Georgia Coffee,2024-10-27,MACH-007,Fukuoka
SAL-6ECC405B,USR-A61CDC2B,Coca-Cola,2024-03-29,MACH-008,Osaka
SAL-F83104E3,USR-DF6CF97D,Coca-Cola,2024-09-12,MACH-018,Chiba
SAL-9ACAEE91,USR-ADC83BE7,Aquarius,2024-05-09,MACH-017,Hokkaido
SAL-8B3FEFEA,USR-ADDB4E6E,Aquarius,2025-11-07,MACH-016,Aichi
SAL-D362768F,USR-C58E4128,Water,2025-09-16,MACH-001,Hyogo
SAL-4B5C6F8B,USR-494A5F2F,Water,2024-08-09,MACH-011,Osaka
SAL-5CFC1318,USR-1741D2CD,Georgia Coffee,2024-05-18,MACH-025,Saitama
SAL-E03FCE98,USR-0289E4B2,Georgia Coffee,2025-03-11,MACH-046,Saitama
SAL-755E27B9,USR-7ADB17F7,Georgia Coffee,2024-06-10,MACH-024,Tokyo
